id,event_type,event_cause,crowd_proxy,crowd_estimate,latitude,longitude,address,zone,junction,requires_road_closure,priority,risk_level,start_datetime,hour,day_of_week,is_weekend,resolution_minutes,status
FKID000022,unplanned,pot_holes,Low,500,12.9169074,77.5950955,"South End Main Road, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",South Zone 1,28thMainJayanagarJunc,False,Low,Minor,2024-01-05 22:35:41.185000+00:00,22.0,Friday,False,,closed
FKID000023,unplanned,pot_holes,Low,500,12.9667047,77.6615983,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 08:32:47.117000+00:00,8.0,Tuesday,False,,active
FKID000024,unplanned,water_logging,Low,500,12.8966387,77.7202071,"Sarjapura Main Road, Kodathi Gate, Kodathi, Bengaluru, Karnataka. Pin-560035 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 19:55:24.461000+00:00,19.0,Thursday,False,,active
FKID000025,unplanned,tree_fall,Low,500,12.9463911,77.597326,"12th Cross Road, Lakksandra Extension, Wilson Garden, Bengaluru, Karnataka. Pin-560030 (India)",Unknown,Unknown,True,Low,Moderate,2024-03-07 06:09:19.361000+00:00,6.0,Thursday,False,,closed
FKID000026,unplanned,pot_holes,Low,500,12.9856042,77.5977438,"Queens Road, HVS Apartment, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 08:35:04.399000+00:00,8.0,Tuesday,False,,active
FKID000027,unplanned,vehicle_breakdown,Low,500,12.9077383,77.6005709,"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 08:12:47.138000+00:00,8.0,Tuesday,False,,closed
FKID000028,unplanned,pot_holes,Low,500,12.9635109,77.6642122,"Suranjan Das Road, Officers Quarters, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 08:25:57.212000+00:00,8.0,Tuesday,False,,closed
FKID000029,unplanned,pot_holes,Low,500,12.9667073,77.6615616,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 08:31:37.367000+00:00,8.0,Tuesday,False,,active
FKID000030,unplanned,pot_holes,Low,500,12.9666867,77.6616478,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 08:33:55.212000+00:00,8.0,Tuesday,False,,active
FKID000031,unplanned,vehicle_breakdown,Low,500,12.907814,77.6006561,"Bannerghatta Main Road, Srinivas Industrial Estate, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",Unknown,Unknown,True,High,Severe,2024-01-30 08:08:05.581000+00:00,8.0,Tuesday,False,,closed
FKID000032,unplanned,vehicle_breakdown,Low,500,12.8955737,77.5993711,"Bannerghatta Main Road, Indian Institute of Management, Bengaluru, Karnataka. Pin-560076 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 05:43:18.534000+00:00,5.0,Tuesday,False,,closed
FKID000033,unplanned,tree_fall,Low,500,12.92757,77.5832051,"9th Main Road, Geeta Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 20:06:03.523000+00:00,20.0,Thursday,False,,closed
FKID000034,unplanned,congestion,Medium,5000,13.044697,77.5828546,"Outer Ring Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 05:38:15.485000+00:00,5.0,Tuesday,False,,closed
FKID000035,unplanned,pot_holes,Low,500,12.9666885,77.6616396,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 08:35:57.672000+00:00,8.0,Tuesday,False,,active
FKID000036,unplanned,vehicle_breakdown,Low,500,12.9789228,77.5644032,"Magadi Road, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:17:50.952000+00:00,20.0,Thursday,False,,closed
FKID000037,unplanned,accident,Low,500,12.8636494,77.6725849,"Doddanagamangala Road, Sri Rajarajeshwari Nagar, Doddanagamangala, Bengaluru, Karnataka. Pin-560100 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 03:52:59.126038+00:00,3.0,Tuesday,False,,closed
FKID000038,unplanned,vehicle_breakdown,Low,500,12.9219483,77.6002467,"Bannerghatta Main Road, Opulent Spire, Block 9, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 15:15:10.139000+00:00,15.0,Tuesday,False,,closed
FKID000039,unplanned,pot_holes,Low,500,12.9666597,77.661556,"Suranjan Das Road, Thimmaiah Reddy Colony, Jeevan Bima Nagar, Bengaluru, Karnataka. Pin-560075 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 08:37:16.322000+00:00,8.0,Tuesday,False,,active
FKID000040,planned,construction,Medium,5000,12.946469,77.6986754,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 11:31:12.848000+00:00,11.0,Tuesday,False,,closed
FKID000041,unplanned,others,Low,500,12.9936273,77.5844677,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,True,High,Severe,2024-03-07 20:20:31.140000+00:00,20.0,Thursday,False,,closed
FKID000042,unplanned,vehicle_breakdown,Low,500,12.9465079,77.6986339,"Outer Ring Road, Sumadhura Platinum Square, Kadubisanahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 20:38:19.329000+00:00,20.0,Tuesday,False,,closed
FKID000043,unplanned,vehicle_breakdown,Low,500,13.0467058,77.5036495,"6th Main Road, The Edge, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 18:29:50.857000+00:00,18.0,Thursday,False,,closed
FKID000044,unplanned,vehicle_breakdown,Low,500,13.0166142,77.5054464,"14th Cross Road, Industrial Area Stage 3, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",West Zone 1,Peenya14thCrossJunc,False,Low,Minor,2023-12-28 06:06:26.375000+00:00,6.0,Thursday,False,,closed
FKID000045,planned,construction,Medium,5000,13.0085677,77.6131497,"Shampura Main Road, AK Colony, Devarajeevana Halli, Bengaluru, Karnataka. Pin-560045 (India)",Unknown,Unknown,True,Low,Moderate,2024-01-30 21:21:10.303000+00:00,21.0,Tuesday,False,,closed
FKID000046,unplanned,vehicle_breakdown,Low,500,13.0309717,77.5364661,"Mumbai Bengaluru Highway, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 19:33:25.417000+00:00,19.0,Tuesday,False,,closed
FKID000047,unplanned,others,Low,500,13.0262806,77.5442344,"1st Main Road, Sri Vijayamaruthi Circle, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:27:15.443000+00:00,20.0,Thursday,False,,closed
FKID000048,unplanned,tree_fall,Low,500,12.9938639,77.5844374,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:41:41.999000+00:00,20.0,Thursday,False,,closed
FKID000049,unplanned,vehicle_breakdown,Low,500,12.9188682,77.6687736,"Sarjapura Main Road, Sri Balaji Layout, Bellandur Gate, Bellandur, Bengaluru, Karnataka. Pin-560102 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 21:27:52.454000+00:00,21.0,Tuesday,False,,closed
FKID000050,unplanned,congestion,Medium,5000,12.9546127,77.6423399,"Nagasandra Road, Serenity Layout, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 20:46:34.356000+00:00,20.0,Tuesday,False,,closed
FKID000051,unplanned,vehicle_breakdown,Low,500,12.936133,77.5187044,"Sri Sri Sri Tiruchi Mahaswamiji Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 21:13:55.445000+00:00,21.0,Tuesday,False,,closed
FKID000052,planned,construction,Medium,5000,12.9694079,77.7006346,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 20:56:01.732000+00:00,20.0,Tuesday,False,,closed
FKID000053,unplanned,vehicle_breakdown,Low,500,12.9849833,77.5883633,"Palace Road, Chalukya Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 21:47:40.463000+00:00,21.0,Tuesday,False,,closed
FKID000054,unplanned,vehicle_breakdown,Low,500,13.0127301,77.5545135,"Chord Road, World Trade Centre, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:42:57.607000+00:00,20.0,Thursday,False,,closed
FKID000055,unplanned,road_conditions,Low,500,12.9842019,77.7336286,"Pattandur Agrahara Road, Vertex Tech Park, EPIP Zone, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 21:54:56.083000+00:00,21.0,Tuesday,False,,closed
FKID000056,unplanned,vehicle_breakdown,Low,500,13.2644465,77.7187627,"Bangalore Bellary Road, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)",Unknown,Unknown,True,Low,Moderate,2024-01-30 19:36:33.702000+00:00,19.0,Tuesday,False,,closed
FKID000057,unplanned,vehicle_breakdown,Low,500,12.9848257,77.7527586,"Whitefield Main Road, Prestige Park View, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 22:06:02.276000+00:00,22.0,Tuesday,False,,closed
FKID000058,unplanned,tree_fall,Low,500,12.9932986,77.5837571,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:51:39.532000+00:00,20.0,Thursday,False,,closed
FKID000059,unplanned,tree_fall,Low,500,12.9937523,77.5842482,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:47:40.640000+00:00,20.0,Thursday,False,,closed
FKID000060,unplanned,tree_fall,Low,500,12.9938868,77.5841876,"Kumar Krupa Road, Make In India Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 20:45:19.752000+00:00,20.0,Thursday,False,,closed
FKID000061,unplanned,vehicle_breakdown,Low,500,12.9368467,77.6928653,"Outer Ring Road, Featherlite The Address, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 23:05:02.339000+00:00,23.0,Tuesday,False,10.513486133333334,resolved
FKID000062,unplanned,tree_fall,Low,500,13.0126766,77.5581246,"1st Cross Road, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",Unknown,Unknown,True,Low,Moderate,2024-03-07 20:53:37.293000+00:00,20.0,Thursday,False,,closed
FKID000063,unplanned,vehicle_breakdown,Low,500,12.9513113,77.4994888,"Kengeri Main Road, Ullal Junction, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 23:12:23.123000+00:00,23.0,Tuesday,False,,closed
FKID000064,unplanned,vehicle_breakdown,Low,500,13.0160964,77.5068555,"14th Cross Road, Industrial Area Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 21:21:57.881000+00:00,21.0,Tuesday,False,,closed
FKID000065,unplanned,pot_holes,Low,500,12.9807501,77.6028238,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 21:05:54.697000+00:00,21.0,Thursday,False,,active
FKID000066,unplanned,tree_fall,Low,500,12.9165983,77.583705,"9th Main Road, Adarsh Palace Apartment, TMC Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 20:58:06.297000+00:00,20.0,Thursday,False,,closed
FKID000067,unplanned,pot_holes,Low,500,13.0198619,77.6562235,"Horamavu Main Road, Another Sky by Living Walls, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 01:04:36.275000+00:00,1.0,Wednesday,False,,active
FKID000068,unplanned,pot_holes,Low,500,13.0191848,77.6555127,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 01:01:36.195000+00:00,1.0,Wednesday,False,,active
FKID000069,unplanned,vehicle_breakdown,Low,500,12.9740913,77.5452252,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 00:33:27.663000+00:00,0.0,Wednesday,False,,closed
FKID000070,unplanned,vehicle_breakdown,Low,500,12.9740971,77.5449011,"Chord Road, Manuvana, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 00:36:02.277000+00:00,0.0,Wednesday,False,,closed
FKID000071,unplanned,vehicle_breakdown,Low,500,12.9688926,77.569795,"Binny Mill Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",Unknown,Unknown,False,Low,Minor,2024-01-31 01:24:44.373000+00:00,1.0,Wednesday,False,,closed
FKID000072,unplanned,pot_holes,Low,500,12.9838737,77.5286068,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",Unknown,Unknown,False,High,Moderate,2024-01-30 23:46:07.351000+00:00,23.0,Tuesday,False,,closed
FKID000073,unplanned,others,Low,500,12.9595586,77.5162093,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 23:23:41.783000+00:00,23.0,Tuesday,False,,closed
FKID000074,unplanned,vehicle_breakdown,Low,500,12.9511354,77.5739687,"DTV Dwarakanatha Road, BNV Subramanya Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 22:39:37.276000+00:00,22.0,Tuesday,False,,closed
FKID000075,unplanned,vehicle_breakdown,Low,500,13.0192138,77.5395595,"Kanteerava Studio Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",Unknown,Unknown,False,Low,Minor,2024-01-30 23:11:03.886000+00:00,23.0,Tuesday,False,,closed
FKID000076,unplanned,pot_holes,Low,500,12.9161187,77.5856548,"47th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 21:11:51.734000+00:00,21.0,Thursday,False,,closed
FKID000077,unplanned,vehicle_breakdown,Low,500,12.9284355,77.6811918,"Outer Ring Road, Sterling Ascentia, Kariyammana Agrahara, Bengaluru, Karnataka. Pin-560103 (India)",Unknown,Unknown,True,High,Severe,2024-01-30 23:18:30.880000+00:00,23.0,Tuesday,False,,closed
FKID000078,unplanned,vehicle_breakdown,Low,500,13.0753282,77.4370383,"Dr Vishnuvardhan Road, Dasanapura, Bengaluru, Karnataka. Pin-562162 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 19:23:40.435000+00:00,19.0,Thursday,False,,closed
FKID000079,unplanned,vehicle_breakdown,Low,500,13.2673624,77.7195893,"Srinagar Kanyakumari Highway, Nitesh Long Land, Devanahalli, Karnataka. Pin-562110 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 19:23:25.400000+00:00,19.0,Thursday,False,,closed
FKID000080,unplanned,others,Low,500,12.9449039,77.4949618,"Kengeri Main Road, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 21:25:26.425000+00:00,21.0,Thursday,False,,closed
FKID000081,unplanned,tree_fall,Low,500,12.9873133,77.6163481,"St John Road, Field Marshal Manekshaw Enclave, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 21:17:00.312000+00:00,21.0,Thursday,False,,closed
FKID000082,planned,construction,Medium,5000,12.969418,77.7006526,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 21:23:16.629000+00:00,21.0,Thursday,False,,closed
FKID000083,unplanned,others,Low,500,12.9613232,77.5644194,"5th Cross Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",Unknown,Unknown,True,High,Severe,2024-03-07 21:14:45.233000+00:00,21.0,Thursday,False,,closed
FKID000084,unplanned,others,Low,500,12.959419,77.5165897,"Nagarabhavi Main Road, Block 1 Manasa Nagar, Nagarbhavi Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 21:28:44.841000+00:00,21.0,Thursday,False,,closed
FKID000085,unplanned,pot_holes,Low,500,12.9431035,77.6220445,"Srinivagilu Main Road, KR Garden, Block 8, Koramangala, Bengaluru, Karnataka. Pin-560095 (India)",Unknown,Unknown,False,Low,Minor,2024-03-07 21:25:14.206000+00:00,21.0,Thursday,False,,closed
FKID000086,unplanned,vehicle_breakdown,Low,500,12.8482637,77.6713737,"4th Main Road, Abbaiah Reddy Layout, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",Unknown,Unknown,False,Low,Minor,2024-01-31 02:47:16.032000+00:00,2.0,Wednesday,False,,closed
FKID000087,unplanned,vehicle_breakdown,Low,500,12.96672,77.6093294,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 05:03:24.794000+00:00,5.0,Wednesday,False,,closed
FKID000088,unplanned,vehicle_breakdown,Low,500,13.0253205,77.6400845,"5th A Cross Road, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)",Unknown,Unknown,False,High,Moderate,2024-03-07 21:35:50.715000+00:00,21.0,Thursday,False,,closed
FKID000089,unplanned,vehicle_breakdown,Low,500,12.8561783,77.6645205,"Hosur Road, Nanjuda Reddy Layout, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",Unknown,Unknown,False,Low,Minor,2024-01-31 02:08:55.286000+00:00,2.0,Wednesday,False,,closed
FKID000090,unplanned,water_logging,Low,500,12.9641056,77.5825203,"Silver Jubilee Park Road, Thigalarpet, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 03:04:31.974000+00:00,3.0,Wednesday,False,,closed
FKID000091,unplanned,vehicle_breakdown,Low,500,12.974757,77.5657216,"Binny Mill Main Road, Railway Quarters, Subhash Nagar, Sevashrama, Bengaluru, Karnataka. Pin-560023 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 01:22:31.388000+00:00,1.0,Wednesday,False,,closed
FKID000092,unplanned,vehicle_breakdown,Low,500,12.9640011,77.5836093,"Silver Jubilee Park Road, Shoukath Mohalla, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 01:45:45.370000+00:00,1.0,Wednesday,False,,closed
FKID000093,unplanned,vehicle_breakdown,Low,500,12.9480512,77.5343585,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 04:21:01.833000+00:00,4.0,Wednesday,False,,closed
FKID000094,unplanned,vehicle_breakdown,Low,500,12.9245654,77.6739287,"Outer Ring Road, Golden Residency, Bellandur Village, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",Unknown,Unknown,False,High,Moderate,2024-01-31 03:31:13.977000+00:00,3.0,Wednesday,False,,closed
